PRICE,BEDS,BATH,SUBLOCALITY_ENCODED,TYPE_ENCODED
1198000,6,5.0,10.0,4.0
1288000,5,,10.0,1.0
2100000,4,3.0,10.0,1.0
230000,1,1.0,8.0,3.0
1080000,6,3.0,2.0,1.0
378888,1,1.0,9.0,0.0
750000,3,2.0,4.0,0.0
775000,1,1.0,4.0,3.0
7495000,6,4.0,4.0,3.0
698888,3,2.0,2.0,1.0
850000,1,1.0,6.0,0.0
2999999,4,3.0,3.0,2.0
1149999,6,3.0,10.0,4.0
2025000,2,2.0,3.0,2.0
2695000,3,2.0,3.0,2.0
192500,1,1.0,7.0,3.0
395000,1,1.0,4.0,3.0
1200000,7,,3.0,4.0
699000,2,1.0,4.0,3.0
649000,4,2.0,10.0,4.0
689000,3,2.0,2.0,1.0
1895000,3,2.0,6.0,3.0
668000,2,2.0,8.0,0.0
2550000,3,2.0,4.0,0.0
5500000,8,6.0,1.0,2.0
1680000,1,1.0,1.0,1.0
799000,1,1.0,4.0,0.0
680000,3,2.0,2.0,1.0
1650000,1,2.0,4.0,3.0
6750000,3,3.0,4.0,0.0
580000,6,3.0,3.0,1.0
700000,4,2.0,3.0,2.0
550000,3,2.0,2.0,1.0
315000,3,2.0,2.0,2.0
1695000,2,2.0,6.0,0.0
385000,2,1.0,6.0,3.0
2000000,5,3.0,1.0,2.0
249999,2,1.0,6.0,3.0
749000,3,2.0,11.0,1.0
220000,3,,3.0,1.0
270000,1,1.0,8.0,3.0
998000,4,2.0,10.0,1.0
1150000,12,6.0,3.0,4.0
799999,5,4.0,2.0,1.0
395000,3,1.0,4.0,3.0
2800000,2,2.0,4.0,0.0
329888,3,1.0,8.0,3.0
311000,1,1.0,6.0,3.0
649000,3,2.0,6.0,0.0
159000,1,1.0,7.0,3.0
1148000,3,2.0,3.0,1.0
669000,3,2.0,3.0,3.0
305000,1,1.0,6.0,3.0
599000,3,2.0,8.0,3.0
1375000,3,2.0,3.0,1.0
339000,2,2.0,11.0,3.0
849500,2,2.0,4.0,0.0
379000,4,1.0,9.0,6.0
699000,2,2.0,8.0,0.0
565000,1,1.0,4.0,3.0
750000,4,3.0,10.0,9.0
1250000,9,3.0,11.0,4.0
999000,2,2.0,4.0,0.0
1350000,6,4.0,10.0,1.0
669900,3,2.0,10.0,1.0
399000,3,1.0,4.0,3.0
779000,5,3.0,10.0,9.0
1200000,5,2.0,3.0,4.0
895000,2,1.0,4.0,3.0
369000,3,1.0,6.0,0.0
299000,1,1.0,6.0,3.0
1780000,4,3.0,11.0,9.0
988000,5,2.0,3.0,1.0
279000,2,1.0,8.0,3.0
285000,3,1.0,4.0,3.0
988000,3,3.0,10.0,1.0
735000,1,1.0,4.0,3.0
2950000,2,2.0,4.0,3.0
899000,2,1.0,4.0,3.0
850000,4,2.0,10.0,1.0
670000,3,2.0,3.0,4.0
968000,4,2.0,11.0,1.0
320000,2,2.0,7.0,3.0
228888,1,1.0,8.0,3.0
199888,2,1.0,8.0,3.0
5995000,4,4.0,4.0,3.0
1430000,6,4.0,11.0,4.0
1350888,4,3.0,10.0,4.0
699000,2,1.0,6.0,3.0
699000,3,2.0,3.0,1.0
2000000,3,2.0,4.0,3.0
538888,3,2.0,8.0,3.0
2450000,5,,3.0,2.0
574999,3,2.0,2.0,1.0
275000,1,1.0,8.0,3.0
1499888,4,3.0,10.0,1.0
270000,3,1.0,6.0,3.0
675000,4,3.0,11.0,1.0
149000,1,1.0,7.0,3.0
299999,2,1.0,7.0,3.0
595000,3,2.0,6.0,3.0
536000,2,2.0,7.0,3.0
288000,2,1.0,8.0,3.0
19499999,4,4.0,1.0,1.0
6995000,4,4.0,3.0,2.0
799000,3,2.0,3.0,1.0
4000000,4,4.0,1.0,0.0
165000,1,1.0,7.0,3.0
1475000,2,2.0,6.0,0.0
595000,3,1.0,4.0,0.0
3500000,10,8.0,1.0,2.0
1090000,12,6.0,10.0,4.0
2499000,6,,3.0,9.0
699999,5,2.0,11.0,1.0
899000,4,2.0,10.0,1.0
549000,3,2.0,2.0,1.0
3700000,6,4.0,3.0,2.0
768000,5,2.0,2.0,1.0
949000,4,2.0,2.0,1.0
980000,6,3.0,3.0,4.0
849000,8,3.0,11.0,4.0
269000,1,1.0,10.0,3.0
150000,3,,11.0,1.0
770000,2,1.0,4.0,3.0
750000,1,1.0,4.0,4.0
638000,3,2.0,7.0,1.0
199000,1,1.0,8.0,3.0
239000,1,1.0,8.0,3.0
6999500,5,,1.0,2.0
693000,4,2.0,10.0,1.0
1150000,5,3.0,10.0,4.0
549000,1,1.0,4.0,3.0
889000,3,2.0,10.0,1.0
1075000,7,3.0,3.0,4.0
6995000,5,4.0,1.0,1.0
155000,3,1.0,8.0,3.0
349000,2,1.0,3.0,3.0
825000,2,1.0,4.0,3.0
215000,2,1.0,11.0,0.0
1099000,3,2.0,3.0,1.0
2900000,3,3.0,4.0,2.0
215000,2,1.0,11.0,0.0
825000,2,1.0,4.0,3.0
349000,2,1.0,3.0,3.0
555000,3,1.0,10.0,9.0
697777,3,2.0,10.0,4.0
14995000,6,,6.0,0.0
850000,3,2.0,2.0,1.0
1175000,3,3.0,2.0,6.0
545000,1,1.0,4.0,3.0
749000,1,2.0,8.0,0.0
13000000,5,4.0,1.0,1.0
549999,3,2.0,9.0,2.0
365000,3,2.0,7.0,0.0
695000,2,2.0,6.0,0.0
848000,5,2.0,10.0,4.0
699000,3,2.0,6.0,0.0
1075000,2,2.0,4.0,3.0
998000,3,2.0,4.0,9.0
540000,3,2.0,9.0,0.0
165000,3,1.0,7.0,3.0
779000,1,1.0,4.0,0.0
1399999,2,2.0,4.0,0.0
569000,3,2.0,8.0,3.0
285000,3,,2.0,1.0
6295000,4,4.0,3.0,2.0
11500000,6,7.0,4.0,0.0
199999,1,1.0,6.0,0.0
569000,1,1.0,8.0,0.0
345000,2,1.0,7.0,9.0
1448000,3,2.0,10.0,1.0
183000,1,1.0,7.0,3.0
1995000,5,4.0,7.0,0.0
2250000,5,3.0,3.0,2.0
650000,3,,2.0,0.0
14000000,3,,11.0,4.0
785000,7,3.0,11.0,4.0
2599999,6,6.0,2.0,1.0
1850000,5,3.0,8.0,3.0
435000,1,1.0,8.0,0.0
1899000,8,4.0,3.0,4.0
875000,6,2.0,11.0,9.0
1479000,2,1.0,4.0,0.0
2250000,3,2.0,4.0,3.0
799000,2,2.0,4.0,0.0
12000000,10,10.0,1.0,2.0
205000,1,1.0,7.0,3.0
897000,3,2.0,3.0,1.0
1195000,1,2.0,4.0,3.0
1100000,6,3.0,3.0,4.0
1999000,5,4.0,3.0,2.0
1215000,13,7.0,11.0,4.0
1250000,3,2.0,3.0,1.0
9000000,5,4.0,3.0,2.0
575000,3,2.0,8.0,3.0
19995000,11,11.0,1.0,2.0
399000,1,1.0,4.0,3.0
12995000,5,4.0,1.0,2.0
1245000,4,3.0,4.0,9.0
798000,2,2.0,8.0,0.0
475000,5,2.0,11.0,1.0
399000,1,1.0,8.0,0.0
780000,3,3.0,10.0,1.0
450000,1,1.0,9.0,0.0
889000,6,3.0,10.0,4.0
6900000,10,10.0,1.0,2.0
765000,3,4.0,2.0,1.0
399000,3,2.0,8.0,3.0
585000,1,1.0,4.0,3.0
585000,1,1.0,4.0,3.0
1450000,12,6.0,10.0,4.0
1388888,6,3.0,3.0,4.0
779000,4,2.0,10.0,4.0
395000,3,1.0,4.0,3.0
948000,4,2.0,3.0,1.0
550000,1,1.0,8.0,0.0
549999,3,1.0,8.0,3.0
950000,6,3.0,3.0,4.0
2295000,5,4.0,3.0,2.0
799000,6,4.0,10.0,4.0
290900,2,1.0,7.0,0.0
474900,2,2.0,7.0,0.0
365000,1,1.0,4.0,3.0
199000,1,1.0,7.0,3.0
7995000,3,4.0,6.0,0.0
480000,1,1.0,6.0,0.0
1450000,2,1.0,1.0,3.0
695000,3,2.0,10.0,1.0
1249000,3,4.0,11.0,1.0
635000,3,2.0,3.0,1.0
1759000,3,,6.0,1.0
499000,2,1.0,6.0,3.0
999000,3,6.0,3.0,4.0
17995000,6,7.0,1.0,2.0
2175000,5,,3.0,2.0
639000,3,2.0,10.0,3.0
999000,3,6.0,3.0,4.0
1099000,2,1.0,6.0,3.0
318000,1,1.0,2.0,0.0
475000,3,1.0,4.0,3.0
875000,4,2.0,11.0,4.0
739900,4,2.0,2.0,4.0
409000,2,1.0,8.0,3.0
275000,2,2.0,6.0,0.0
989000,4,4.0,10.0,4.0
1750000,9,8.0,3.0,2.0
285000,3,1.0,4.0,3.0
12495000,4,2.0,1.0,1.0
695000,2,2.0,6.0,9.0
3450000,6,4.0,1.0,2.0
435000,2,1.0,10.0,3.0
220000,2,1.0,7.0,3.0
1988800,3,4.0,4.0,1.0
3300000,2,2.0,4.0,3.0
135000,1,1.0,8.0,3.0
468000,2,1.0,8.0,3.0
5999999,4,4.0,1.0,2.0
318000,1,1.0,8.0,3.0
649000,2,1.0,8.0,0.0
1875000,3,2.0,3.0,1.0
1350000,3,2.0,3.0,1.0
3345000,4,4.0,4.0,3.0
899000,1,2.0,4.0,3.0
799000,3,2.0,2.0,1.0
5000000,3,3.0,4.0,0.0
464998,2,2.0,6.0,9.0
5250000,3,3.0,1.0,0.0
1995000,2,2.0,4.0,3.0
504000,3,2.0,7.0,0.0
1295000,2,1.0,4.0,3.0
1995000,2,2.0,4.0,3.0
464998,2,2.0,6.0,9.0
5250000,3,3.0,1.0,0.0
699000,3,2.0,2.0,9.0
949000,7,3.0,11.0,4.0
1488000,2,2.0,3.0,9.0
800000,5,,2.0,8.0
319999,1,1.0,6.0,3.0
999000,3,2.0,6.0,0.0
475000,1,1.0,8.0,3.0
399000,3,1.0,4.0,3.0
479900,3,2.0,3.0,1.0
615000,2,4.0,2.0,0.0
1150000,3,2.0,3.0,1.0
225000,1,1.0,8.0,3.0
284888,1,1.0,8.0,3.0
585000,1,2.0,10.0,0.0
720000,4,2.0,3.0,1.0
659000,3,2.0,2.0,1.0
249000,2,1.0,7.0,3.0
1495000,3,2.0,4.0,3.0
295000,1,2.0,8.0,3.0
699000,4,4.0,3.0,9.0
738000,4,2.0,10.0,1.0
400000,2,1.0,6.0,9.0
289000,1,1.0,6.0,3.0
187000,4,1.0,7.0,3.0
3500000,8,7.0,1.0,2.0
4995000,6,6.0,1.0,2.0
3400000,3,3.0,4.0,3.0
155000,1,1.0,8.0,3.0
689000,3,2.0,8.0,3.0
2150000,5,3.0,3.0,2.0
675000,3,1.0,4.0,3.0
889000,3,2.0,2.0,1.0
260000,1,1.0,6.0,3.0
4200000,3,3.0,4.0,0.0
749000,1,2.0,8.0,0.0
639000,3,2.0,2.0,6.0
799000,5,2.0,3.0,4.0
700000,3,2.0,7.0,0.0
297000,3,1.0,6.0,0.0
455000,1,1.0,4.0,3.0
6500000,3,4.0,4.0,0.0
1299000,11,8.0,11.0,2.0
1279000,16,8.0,11.0,4.0
799000,3,1.0,4.0,9.0
475000,2,2.0,6.0,3.0
209000,1,1.0,6.0,3.0
1325000,4,3.0,3.0,1.0
259000,1,1.0,6.0,3.0
899000,4,3.0,10.0,2.0
1325000,6,5.0,10.0,4.0
345000,3,2.0,7.0,3.0
1088000,4,2.0,8.0,0.0
669000,3,2.0,2.0,1.0
1388000,3,2.0,3.0,4.0
1475000,5,3.0,10.0,1.0
1088000,4,2.0,8.0,0.0
1375000,2,2.0,1.0,0.0
1099000,3,4.0,3.0,1.0
25000000,3,,3.0,2.0
900000,4,3.0,11.0,2.0
599000,2,2.0,4.0,3.0
1295000,2,2.0,4.0,3.0
479900,1,1.0,4.0,0.0
4200000,3,1.0,1.0,1.0
188000,3,1.0,6.0,3.0
479900,1,1.0,4.0,0.0
1295000,2,2.0,4.0,3.0
739999,4,2.0,2.0,1.0
475000,3,2.0,2.0,8.0
2250000,6,4.0,3.0,1.0
875000,2,2.0,6.0,0.0
499000,3,2.0,2.0,1.0
749000,4,2.0,3.0,1.0
4400000,3,3.0,4.0,3.0
855000,3,2.0,2.0,1.0
525000,2,1.0,6.0,3.0
715000,2,2.0,6.0,0.0
7950000,4,4.0,1.0,2.0
550000,3,2.0,2.0,6.0
17500000,7,4.0,4.0,0.0
1528000,4,2.0,10.0,1.0
1287777,5,2.0,10.0,1.0
330000,3,1.0,3.0,1.0
375000,1,1.0,8.0,3.0
875000,3,2.0,10.0,9.0
750000,3,2.0,8.0,3.0
1350000,3,3.0,3.0,4.0
27000000,5,7.0,1.0,2.0
599000,1,1.0,4.0,3.0
1200000,6,3.0,10.0,4.0
1200000,6,3.0,10.0,4.0
749000,4,3.0,2.0,1.0
1900000,6,4.0,3.0,4.0
590000,3,1.0,11.0,1.0
1395000,3,2.0,4.0,0.0
3595000,6,3.0,3.0,1.0
1300000,14,6.0,11.0,4.0
868000,3,2.0,10.0,1.0
1248000,6,3.0,3.0,4.0
1449000,7,3.0,3.0,4.0
338000,1,1.0,8.0,3.0
270000,3,,11.0,1.0
765000,3,,11.0,1.0
988000,2,2.0,10.0,9.0
339000,1,1.0,8.0,3.0
1099000,6,6.0,2.0,6.0
1181000,2,2.0,7.0,0.0
219000,1,1.0,10.0,3.0
588000,3,1.0,3.0,1.0
805000,6,2.0,11.0,4.0
929000,3,2.0,3.0,1.0
670000,1,2.0,8.0,9.0
649000,3,2.0,2.0,1.0
439900,2,1.0,8.0,3.0
2850000,3,2.0,4.0,3.0
358000,2,1.0,8.0,3.0
299000,1,1.0,10.0,3.0
1389000,7,2.0,3.0,1.0
459999,1,1.0,11.0,1.0
1999000,4,2.0,2.0,1.0
2395000,5,,3.0,2.0
1180000,6,5.0,10.0,4.0
650000,2,2.0,8.0,3.0
589000,2,2.0,6.0,3.0
515000,3,1.0,10.0,1.0
750000,2,3.0,2.0,4.0
1499999,2,2.0,4.0,0.0
1525000,3,,3.0,1.0
1395000,1,1.0,4.0,0.0
900000,5,3.0,11.0,4.0
1099999,4,2.0,3.0,2.0
498888,1,1.0,8.0,9.0
199000,1,1.0,8.0,3.0
1495000,4,4.0,4.0,3.0
869000,3,2.0,3.0,2.0
239000,3,1.0,6.0,3.0
1299000,4,2.0,3.0,9.0
2350000,6,4.0,10.0,4.0
1788000,4,4.0,10.0,1.0
325000,4,1.0,4.0,3.0
299900,1,1.0,7.0,0.0
439999,1,2.0,8.0,3.0
899000,4,2.0,2.0,1.0
4950000,4,,3.0,2.0
1895000,5,4.0,6.0,2.0
759000,3,2.0,8.0,0.0
699000,3,2.0,2.0,9.0
1590000,5,4.0,10.0,4.0
234900,1,1.0,8.0,3.0
675000,2,1.0,8.0,3.0
1500000,3,2.0,3.0,4.0
2300000,3,,11.0,4.0
1075000,5,4.0,10.0,4.0
1325000,5,2.0,3.0,4.0
525000,2,1.0,6.0,3.0
385000,2,2.0,8.0,3.0
199000,1,1.0,8.0,3.0
670000,2,2.0,8.0,3.0
975000,3,2.0,10.0,1.0
799000,3,,2.0,1.0
305000,2,1.0,8.0,3.0
299999,3,1.0,2.0,1.0
1980000,5,2.0,3.0,1.0
1299000,5,2.0,3.0,4.0
140000,1,1.0,7.0,3.0
279000,1,1.0,8.0,3.0
1995000,2,2.0,4.0,0.0
329000,2,1.0,10.0,3.0
750000,1,1.0,6.0,0.0
999990,6,4.0,10.0,4.0
430000,3,1.0,4.0,3.0
349000,3,2.0,9.0,6.0
599000,3,2.0,11.0,1.0
4295000,9,11.0,3.0,4.0
175000,1,1.0,6.0,3.0
999000,4,4.0,2.0,1.0
1335000,3,2.0,3.0,2.0
849999,2,2.0,2.0,1.0
136999,1,1.0,7.0,3.0
699000,2,2.0,8.0,0.0
329000,1,1.0,4.0,3.0
825000,1,1.0,4.0,3.0
685000,1,1.0,6.0,3.0
4100000,3,4.0,4.0,0.0
8850000,3,4.0,4.0,0.0
189000,1,1.0,8.0,3.0
8999999,6,6.0,1.0,1.0
408000,1,1.0,3.0,0.0
559000,1,1.0,6.0,0.0
949000,4,4.0,2.0,9.0
379000,2,1.0,6.0,3.0
815000,1,1.0,4.0,3.0
599000,2,2.0,6.0,3.0
280000,2,2.0,7.0,3.0
3999500,3,,11.0,1.0
875000,9,6.0,6.0,4.0
310000,2,1.0,10.0,3.0
1299900,6,4.0,2.0,2.0
2225000,2,2.0,4.0,0.0
1530000,2,2.0,6.0,0.0
594900,3,2.0,3.0,1.0
1080000,8,5.0,11.0,4.0
1425000,4,3.0,10.0,9.0
1399888,7,4.0,3.0,4.0
36000000,8,10.0,1.0,9.0
575000,2,2.0,8.0,3.0
850000,1,1.0,4.0,3.0
1288000,3,2.0,3.0,2.0
309000,1,2.0,8.0,3.0
999000,3,1.0,4.0,3.0
2700000,5,2.0,3.0,1.0
399000,3,2.0,4.0,3.0
554900,3,2.0,11.0,1.0
399000,1,1.0,6.0,0.0
675000,2,2.0,10.0,0.0
225000,1,1.0,8.0,3.0
999999,3,2.0,10.0,4.0
164999,3,1.0,9.0,0.0
13000000,4,4.0,1.0,0.0
235000,1,1.0,8.0,3.0
29000000,5,,1.0,0.0
715000,3,1.0,4.0,3.0
565000,2,1.0,6.0,3.0
1650000,7,6.0,1.0,2.0
1200000,2,2.0,6.0,3.0
3975000,4,4.0,3.0,4.0
1049000,2,1.0,4.0,3.0
949900,4,2.0,2.0,1.0
1199000,6,3.0,10.0,4.0
765000,4,2.0,10.0,9.0
1049000,2,1.0,4.0,3.0
949900,4,2.0,2.0,1.0
1199000,6,3.0,10.0,4.0
849000,3,2.0,10.0,2.0
999000,4,3.0,10.0,4.0
1280000,9,6.0,10.0,4.0
1999000,3,4.0,3.0,9.0
560000,1,1.0,4.0,3.0
26995000,8,10.0,4.0,1.0
1450000,5,4.0,2.0,4.0
1599000,5,3.0,3.0,4.0
255000,1,1.0,8.0,3.0
995000,2,2.0,4.0,3.0
5827000,3,,10.0,4.0
995000,2,2.0,4.0,3.0
5827000,3,,10.0,4.0
569000,2,2.0,8.0,3.0
7195000,3,4.0,4.0,3.0
398000,3,1.0,8.0,3.0
3200000,4,4.0,3.0,2.0
799999,3,4.0,2.0,1.0
758888,4,2.0,10.0,9.0
619999,3,2.0,3.0,1.0
198000,1,1.0,2.0,0.0
485000,2,1.0,3.0,1.0
859000,3,2.0,3.0,1.0
359000,2,1.0,8.0,3.0
725000,2,2.0,8.0,3.0
575000,2,1.0,8.0,3.0
1288000,5,5.0,10.0,4.0
589000,2,2.0,2.0,1.0
239000,1,1.0,8.0,3.0
2050000,7,4.0,1.0,2.0
259000,3,1.0,4.0,3.0
900000,2,2.0,4.0,3.0
219000,3,1.0,6.0,3.0
1795000,3,2.0,4.0,0.0
2290000,4,5.0,10.0,4.0
10850000,4,,1.0,2.0
699000,2,2.0,4.0,0.0
998000,3,2.0,10.0,1.0
1100000,3,,3.0,1.0
2198888,11,6.0,10.0,4.0
425000,3,2.0,8.0,3.0
2750000,3,3.0,3.0,0.0
279999,1,1.0,6.0,3.0
715000,3,2.0,10.0,1.0
980000,3,3.0,6.0,0.0
949000,6,3.0,10.0,4.0
1600000,4,2.0,4.0,3.0
640000,2,1.0,4.0,3.0
1299999,7,5.0,6.0,4.0
250000,1,2.0,4.0,3.0
1188000,3,,10.0,9.0
1350000,7,4.0,10.0,4.0
725000,3,,2.0,6.0
309000,1,1.0,8.0,3.0
914999,4,2.0,10.0,1.0
600000,3,1.0,4.0,0.0
1750000,4,3.0,3.0,1.0
950000,3,2.0,6.0,0.0
850000,5,3.0,3.0,4.0
5000000,2,2.0,4.0,0.0
1050000,3,2.0,11.0,1.0
1390000,4,3.0,6.0,0.0
400000,3,1.0,4.0,3.0
750000,3,2.0,10.0,1.0
9995000,3,4.0,4.0,0.0
529000,2,2.0,8.0,3.0
1328888,3,2.0,3.0,1.0
478888,2,2.0,2.0,2.0
1350000,1,1.0,4.0,0.0
2250000,2,2.0,4.0,3.0
728000,2,1.0,10.0,1.0
239900,1,1.0,10.0,3.0
3399000,6,4.0,3.0,5.0
2750000,2,2.0,4.0,0.0
2095000,2,2.0,4.0,0.0
199900,3,1.0,8.0,3.0
2500000,3,3.0,4.0,3.0
1399999,4,4.0,2.0,4.0
2300000,3,2.0,10.0,1.0
735000,3,2.0,10.0,1.0
399990,2,1.0,8.0,3.0
850000,3,3.0,3.0,4.0
215000,3,1.0,16.0,3.0
199900,3,1.0,8.0,3.0
130000,1,1.0,7.0,3.0
16995000,4,4.0,0.0,0.0
1195000,3,2.0,4.0,3.0
679000,1,1.0,4.0,3.0
299998,2,1.0,9.0,6.0
690000,2,2.0,6.0,0.0
185000,2,1.0,6.0,3.0
859000,3,2.0,10.0,9.0
928888,4,2.0,10.0,4.0
780000,2,2.0,8.0,0.0
1190000,3,2.0,3.0,1.0
1400000,2,2.0,4.0,3.0
599000,2,1.0,4.0,3.0
639999,3,2.0,7.0,0.0
799000,1,1.0,4.0,3.0
14950000,3,4.0,1.0,0.0
749000,3,2.0,2.0,1.0
2999999,4,4.0,4.0,0.0
599000,2,3.0,4.0,9.0
2700000,2,2.0,4.0,3.0
3995000,4,4.0,3.0,2.0
2235000,3,4.0,3.0,1.0
620000,3,2.0,11.0,1.0
1695000,4,4.0,4.0,3.0
1999999,3,2.0,3.0,0.0
1150000,2,2.0,8.0,0.0
339000,2,1.0,11.0,3.0
1390000,5,2.0,10.0,1.0
938000,3,2.0,10.0,1.0
919000,6,3.0,3.0,1.0
425000,3,2.0,7.0,3.0
19995000,6,,1.0,2.0
1249000,5,2.0,3.0,4.0
799000,2,2.0,4.0,3.0
475000,1,1.0,6.0,3.0
3800000,6,4.0,3.0,2.0
325000,3,1.0,6.0,3.0
1200000,2,2.0,4.0,0.0
6975000,2,2.0,4.0,1.0
1150000,2,2.0,4.0,0.0
2400000,4,4.0,3.0,1.0
3500000,4,4.0,1.0,3.0
769000,3,2.0,10.0,1.0
2975000,4,4.0,4.0,1.0
1860000,6,4.0,10.0,4.0
4000000,32,12.0,1.0,1.0
1250000,2,2.0,8.0,0.0
220000,1,1.0,10.0,3.0
1179987,5,4.0,2.0,4.0
949000,7,6.0,11.0,4.0
920000,5,4.0,3.0,1.0
699000,3,2.0,2.0,6.0
4000000,3,2.0,4.0,3.0
649000,3,3.0,2.0,1.0
1175000,1,2.0,4.0,0.0
995000,2,2.0,3.0,1.0
1595000,3,2.0,6.0,0.0
435000,3,1.0,4.0,3.0
649000,3,3.0,2.0,1.0
995000,2,2.0,3.0,1.0
1338000,3,2.0,9.0,0.0
499000,2,2.0,11.0,1.0
2280000,6,5.0,10.0,4.0
660000,3,2.0,3.0,1.0
349000,2,1.0,6.0,3.0
14750000,6,6.0,1.0,1.0
160000,2,1.0,2.0,1.0
12500000,4,4.0,4.0,0.0
370000,3,1.0,6.0,0.0
600000,1,1.0,4.0,3.0
1950000,2,2.0,4.0,0.0
2000000,3,2.0,4.0,3.0
1250828,7,2.0,10.0,4.0
1149000,4,3.0,3.0,1.0
329999,2,1.0,7.0,3.0
390000,2,1.0,10.0,3.0
400000,3,1.0,4.0,3.0
239000,1,1.0,6.0,3.0
1188888,4,2.0,10.0,4.0
18500000,4,4.0,1.0,0.0
567000,3,2.0,8.0,3.0
8900000,5,5.0,1.0,0.0
189000,3,1.0,8.0,3.0
985000,3,2.0,10.0,1.0
839000,3,2.0,4.0,3.0
995000,3,2.0,4.0,3.0
1439000,4,2.0,6.0,0.0
379000,2,1.0,8.0,3.0
3195000,4,4.0,1.0,3.0
1439000,4,2.0,6.0,0.0
1245000,5,2.0,10.0,4.0
1995000,4,4.0,3.0,2.0
365000,4,3.0,2.0,4.0
950000,2,2.0,10.0,0.0
4195000,6,6.0,1.0,1.0
209000,1,1.0,7.0,0.0
1390000,5,4.0,3.0,9.0
8250000,6,6.0,1.0,0.0
429000,2,1.0,3.0,3.0
950000,1,1.0,4.0,1.0
699000,3,3.0,3.0,1.0
450000,1,1.0,6.0,0.0
1190000,4,2.0,3.0,1.0
2995000,2,2.0,4.0,3.0
349980,3,1.0,8.0,0.0
339000,1,1.0,9.0,6.0
649000,3,2.0,3.0,1.0
4695000,3,4.0,4.0,3.0
189999,1,1.0,8.0,3.0
189999,1,1.0,8.0,3.0
699000,3,3.0,3.0,1.0
349980,3,1.0,8.0,0.0
399888,3,4.0,11.0,1.0
1199900,4,4.0,2.0,9.0
1395000,3,4.0,4.0,0.0
2759000,6,6.0,3.0,1.0
2995000,4,3.0,4.0,0.0
399000,1,1.0,8.0,3.0
16995000,5,4.0,1.0,4.0
650000,2,1.0,4.0,3.0
2599000,4,3.0,3.0,1.0
1195000,4,2.0,3.0,2.0
1288000,3,2.0,3.0,1.0
2099000,2,2.0,6.0,0.0
1275000,5,3.0,3.0,4.0
1999999,12,6.0,6.0,4.0
16995000,5,4.0,1.0,4.0
10750000,8,,1.0,2.0
650000,1,1.0,4.0,3.0
4800000,3,4.0,4.0,3.0
1279900,3,,1.0,4.0
1680000,7,4.0,10.0,4.0
299000,1,1.0,8.0,3.0
845000,1,1.0,4.0,3.0
415000,3,1.0,4.0,3.0
449000,1,2.0,8.0,3.0
1250000,3,2.0,6.0,0.0
4395000,5,4.0,3.0,2.0
315000,1,1.0,8.0,3.0
499000,2,1.0,6.0,3.0
699000,3,2.0,2.0,1.0
625000,4,2.0,6.0,0.0
749000,3,2.0,10.0,1.0
949000,4,2.0,3.0,4.0
1495000,3,1.0,6.0,3.0
2395000,6,4.0,1.0,2.0
625000,4,2.0,6.0,0.0
1250000,3,4.0,2.0,1.0
749000,3,2.0,10.0,1.0
3165000,9,5.0,3.0,4.0
205000,1,1.0,7.0,3.0
1198000,1,2.0,8.0,0.0
2199000,3,3.0,3.0,1.0
5495000,3,2.0,4.0,3.0
625000,1,1.0,4.0,3.0
1449999,3,,3.0,1.0
1399000,5,4.0,10.0,1.0
525000,3,1.0,4.0,3.0
12000000,4,,1.0,2.0
1299000,3,2.0,3.0,1.0
269000,1,1.0,8.0,3.0
450000,1,1.0,4.0,3.0
899999,4,2.0,2.0,4.0
925000,2,2.0,3.0,1.0
279000,1,1.0,6.0,3.0
1795000,2,2.0,4.0,0.0
1250000,2,2.0,4.0,9.0
560000,3,1.0,6.0,0.0
999000,3,2.0,10.0,1.0
1188000,6,2.0,10.0,4.0
948888,3,1.0,3.0,1.0
735000,2,2.0,6.0,0.0
1399000,13,5.0,6.0,4.0
3600000,3,4.0,4.0,3.0
1850000,8,4.0,1.0,4.0
789000,2,1.0,4.0,3.0
569000,3,1.0,10.0,1.0
1700000,2,2.0,4.0,0.0
12995000,4,4.0,1.0,0.0
295000,2,1.0,4.0,3.0
625000,1,1.0,4.0,3.0
399000,3,1.0,10.0,0.0
5700000,3,4.0,4.0,0.0
618000,3,2.0,6.0,0.0
149999,1,1.0,7.0,3.0
650000,3,1.0,4.0,0.0
1990000,5,,10.0,4.0
550000,1,1.0,4.0,3.0
279000,1,1.0,7.0,3.0
399000,2,1.0,8.0,3.0
2495000,3,,3.0,2.0
3695000,10,8.0,1.0,2.0
299000,3,1.0,4.0,3.0
239500,1,1.0,9.0,0.0
235000,1,1.0,15.0,3.0
680000,1,1.0,4.0,1.0
629000,3,3.0,2.0,1.0
1039000,3,2.0,3.0,9.0
2200000,3,,2.0,1.0
380000,3,,3.0,1.0
599000,2,2.0,8.0,3.0
530000,3,2.0,2.0,2.0
598000,1,1.0,4.0,0.0
1449000,4,2.0,3.0,0.0
459000,1,1.0,6.0,3.0
825000,5,2.0,2.0,9.0
745000,2,2.0,6.0,0.0
440000,2,1.0,8.0,3.0
7750000,3,4.0,1.0,0.0
399900,3,,2.0,7.0
990000,1,1.0,4.0,0.0
399900,3,,2.0,7.0
1150000,4,3.0,10.0,4.0
990000,1,1.0,4.0,0.0
2300000,1,2.0,4.0,0.0
4999000,3,2.0,4.0,9.0
350000,1,1.0,9.0,0.0
1900000,5,4.0,1.0,4.0
2498000,6,6.0,10.0,4.0
